Base Noun,Frequency (based on tweets),Polarity Positive(%),Polarity Negative (%),User_ID
slogan,1,100.0,0.0,193192630
past,2,50.0,50.0,887569722
past,2,50.0,50.0,34955929
pataki,1,0.0,100.0,3311276608
somebodys,2,0.0,100.0,16570951
somebodys,2,0.0,100.0,16570951
2run,1,0.0,100.0,457123526
liberal,7,0.0,100.0,258831900
liberal,7,0.0,100.0,56838981
liberal,7,0.0,100.0,56838981
liberal,7,0.0,100.0,56838981
liberal,7,0.0,100.0,56838981
liberal,7,0.0,100.0,2869158160
liberal,7,0.0,100.0,56838981
individual,2,0.0,100.0,56838981
individual,2,0.0,100.0,553480874
jessie,1,100.0,0.0,2421964502
bastar,1,0.0,100.0,565501978
soldiers,1,0.0,100.0,28387976
surprise,10,70.0,30.0,565501978
surprise,10,70.0,30.0,193192630
surprise,10,70.0,30.0,565501978
surprise,10,70.0,30.0,3311276608
surprise,10,70.0,30.0,565501978
surprise,10,70.0,30.0,753498337
surprise,10,70.0,30.0,565501978
surprise,10,70.0,30.0,2447898228
surprise,10,70.0,30.0,2447898228
surprise,10,70.0,30.0,92643660
host,3,33.33333333333333,66.66666666666666,20415005
host,3,33.33333333333333,66.66666666666666,887569722
host,3,33.33333333333333,66.66666666666666,20415005
donnie,2,0.0,100.0,205367013
donnie,2,0.0,100.0,205367013
doubt,2,0.0,100.0,565501978
doubt,2,0.0,100.0,56838981
ghetto,1,0.0,100.0,565501978
spine,2,0.0,100.0,56838981
spine,2,0.0,100.0,2869158160
advantage,1,0.0,100.0,107801651
message,7,42.857142857142854,57.14285714285714,56838981
message,7,42.857142857142854,57.14285714285714,2421964502
message,7,42.857142857142854,57.14285714285714,2421964502
message,7,42.857142857142854,57.14285714285714,16579411
message,7,42.857142857142854,57.14285714285714,863113304
message,7,42.857142857142854,57.14285714285714,34955929
message,7,42.857142857142854,57.14285714285714,92643660
area,2,0.0,100.0,20415005
area,2,0.0,100.0,92643660
flies,2,0.0,100.0,2608084976
flies,2,0.0,100.0,565501978
nerve,4,0.0,100.0,553480874
nerve,4,0.0,100.0,56838981
nerve,4,0.0,100.0,553480874
nerve,4,0.0,100.0,16579411
any1,2,0.0,100.0,565501978
any1,2,0.0,100.0,553480874
organization,2,0.0,100.0,20415005
organization,2,0.0,100.0,92643660
failures,1,0.0,100.0,863113304
politician,30,3.3333333333333335,96.66666666666667,2373807873
politician,30,3.3333333333333335,96.66666666666667,3358621409
politician,30,3.3333333333333335,96.66666666666667,2904178633
politician,30,3.3333333333333335,96.66666666666667,358852183
politician,30,3.3333333333333335,96.66666666666667,107801651
politician,30,3.3333333333333335,96.66666666666667,48240104
politician,30,3.3333333333333335,96.66666666666667,457123526
politician,30,3.3333333333333335,96.66666666666667,80605638
politician,30,3.3333333333333335,96.66666666666667,3358621409
politician,30,3.3333333333333335,96.66666666666667,2373807873
politician,30,3.3333333333333335,96.66666666666667,3358621409
politician,30,3.3333333333333335,96.66666666666667,358852183
politician,30,3.3333333333333335,96.66666666666667,457123526
politician,30,3.3333333333333335,96.66666666666667,457123526
politician,30,3.3333333333333335,96.66666666666667,457123526
politician,30,3.3333333333333335,96.66666666666667,3358621409
politician,30,3.3333333333333335,96.66666666666667,457123526
politician,30,3.3333333333333335,96.66666666666667,753498337
politician,30,3.3333333333333335,96.66666666666667,1616176478
politician,30,3.3333333333333335,96.66666666666667,457123526
politician,30,3.3333333333333335,96.66666666666667,2421964502
politician,30,3.3333333333333335,96.66666666666667,20415005
politician,30,3.3333333333333335,96.66666666666667,2421964502
politician,30,3.3333333333333335,96.66666666666667,20415005
politician,30,3.3333333333333335,96.66666666666667,30980826
politician,30,3.3333333333333335,96.66666666666667,16579411
politician,30,3.3333333333333335,96.66666666666667,1616176478
politician,30,3.3333333333333335,96.66666666666667,2447898228
politician,30,3.3333333333333335,96.66666666666667,92643660
politician,30,3.3333333333333335,96.66666666666667,33831682
arms,1,0.0,100.0,553480874
obeasity,1,0.0,100.0,2447898228
opening,1,100.0,0.0,56838981
refusal,3,0.0,100.0,553480874
refusal,3,0.0,100.0,863113304
refusal,3,0.0,100.0,16579411
francisco,1,0.0,100.0,553480874
terrorists,16,0.0,100.0,14839147
terrorists,16,0.0,100.0,1292620070
terrorists,16,0.0,100.0,107801651
terrorists,16,0.0,100.0,753498337
terrorists,16,0.0,100.0,457123526
terrorists,16,0.0,100.0,565501978
terrorists,16,0.0,100.0,565501978
terrorists,16,0.0,100.0,565501978
terrorists,16,0.0,100.0,1292620070
terrorists,16,0.0,100.0,20415005
terrorists,16,0.0,100.0,16579411
terrorists,16,0.0,100.0,565501978
terrorists,16,0.0,100.0,2447898228
terrorists,16,0.0,100.0,16579411
terrorists,16,0.0,100.0,56838981
terrorists,16,0.0,100.0,56838981
permanence,1,0.0,100.0,49360369
visionary,1,0.0,100.0,1659062558
correct,5,20.0,80.0,26517251
correct,5,20.0,80.0,2447898228
correct,5,20.0,80.0,2447898228
correct,5,20.0,80.0,92643660
correct,5,20.0,80.0,2447898228
partners,1,0.0,100.0,193192630
j,1,0.0,100.0,57461026
guilty,4,0.0,100.0,92643660
guilty,4,0.0,100.0,34955929
guilty,4,0.0,100.0,34955929
guilty,4,0.0,100.0,34955929
kong,1,0.0,100.0,553480874
unitedwestand,1,0.0,100.0,56838981
mcconnell,1,0.0,100.0,553480874
freeloaders,1,0.0,100.0,33831682
metaphor,1,0.0,100.0,1659062558
thrives,1,0.0,100.0,33831682
indyp8riot,1,0.0,100.0,565501978
tactics,5,0.0,100.0,553480874
tactics,5,0.0,100.0,16579411
tactics,5,0.0,100.0,16579411
tactics,5,0.0,100.0,863113304
tactics,5,0.0,100.0,565501978
extension,1,0.0,100.0,565501978
jfk,4,25.0,75.0,56838981
jfk,4,25.0,75.0,553480874
jfk,4,25.0,75.0,20415005
jfk,4,25.0,75.0,34955929
amount,1,0.0,100.0,92643660
omar,1,0.0,100.0,553480874
relatives,1,0.0,100.0,553480874
oscar,1,0.0,100.0,33831682
impression,2,0.0,100.0,1659062558
impression,2,0.0,100.0,1659062558
va,1,0.0,100.0,33831682
emanuel,2,0.0,100.0,2447898228
emanuel,2,0.0,100.0,2447898228
cheney,1,0.0,100.0,20415005
80s,1,100.0,0.0,20415005
predator,1,0.0,100.0,753498337
yellowstone,2,0.0,100.0,14314844
yellowstone,2,0.0,100.0,14314844
enough,4,25.0,75.0,2421964502
enough,4,25.0,75.0,2502484436
enough,4,25.0,75.0,565501978
enough,4,25.0,75.0,16579411
wingers,1,0.0,100.0,753498337
enemies,7,0.0,100.0,843683052
enemies,7,0.0,100.0,553480874
enemies,7,0.0,100.0,553480874
enemies,7,0.0,100.0,553480874
enemies,7,0.0,100.0,553480874
enemies,7,0.0,100.0,1616176478
enemies,7,0.0,100.0,863113304
othet,1,0.0,100.0,2869158160
positions,3,0.0,100.0,553480874
positions,3,0.0,100.0,16579411
positions,3,0.0,100.0,20415005
disharmony,1,0.0,100.0,553480874
dementia,1,0.0,100.0,553480874
verge,2,0.0,100.0,553480874
verge,2,0.0,100.0,27944341
cycle,2,0.0,100.0,193192630
cycle,2,0.0,100.0,553480874
stage,7,28.57142857142857,71.42857142857143,56838981
stage,7,28.57142857142857,71.42857142857143,20415005
stage,7,28.57142857142857,71.42857142857143,457123526
stage,7,28.57142857142857,71.42857142857143,20415005
stage,7,28.57142857142857,71.42857142857143,20415005
stage,7,28.57142857142857,71.42857142857143,457123526
stage,7,28.57142857142857,71.42857142857143,1697810262
2make,1,0.0,100.0,457123526
talk,8,12.5,87.5,25299952
talk,8,12.5,87.5,30980826
talk,8,12.5,87.5,887569722
talk,8,12.5,87.5,887569722
talk,8,12.5,87.5,887569722
talk,8,12.5,87.5,92643660
talk,8,12.5,87.5,92643660
talk,8,12.5,87.5,92643660
victory,8,87.5,12.5,68956490
victory,8,87.5,12.5,48240104
victory,8,87.5,12.5,2421964502
victory,8,87.5,12.5,3311276608
victory,8,87.5,12.5,34955929
victory,8,87.5,12.5,34955929
victory,8,87.5,12.5,34955929
victory,8,87.5,12.5,16570951
mentality,2,0.0,100.0,2447898228
mentality,2,0.0,100.0,33831682
form,1,0.0,100.0,2447898228
stopsocialism,1,0.0,100.0,553480874
abcnetwork,1,0.0,100.0,56838981
blog,1,100.0,0.0,57461026
show,19,47.368421052631575,52.63157894736842,56838981
show,19,47.368421052631575,52.63157894736842,56838981
show,19,47.368421052631575,52.63157894736842,56838981
show,19,47.368421052631575,52.63157894736842,56838981
show,19,47.368421052631575,52.63157894736842,553480874
show,19,47.368421052631575,52.63157894736842,56838981
show,19,47.368421052631575,52.63157894736842,2869158160
show,19,47.368421052631575,52.63157894736842,457123526
show,19,47.368421052631575,52.63157894736842,20415005
show,19,47.368421052631575,52.63157894736842,2869158160
show,19,47.368421052631575,52.63157894736842,16579411
show,19,47.368421052631575,52.63157894736842,57461026
show,19,47.368421052631575,52.63157894736842,16579411
show,19,47.368421052631575,52.63157894736842,57461026
show,19,47.368421052631575,52.63157894736842,2869158160
show,19,47.368421052631575,52.63157894736842,766594368
show,19,47.368421052631575,52.63157894736842,92643660
show,19,47.368421052631575,52.63157894736842,92643660
show,19,47.368421052631575,52.63157894736842,56838981
illegal,2,0.0,100.0,2421964502
illegal,2,0.0,100.0,2447898228
wimp,1,0.0,100.0,30980826
sharethis,1,0.0,100.0,565501978
employees,7,0.0,100.0,56838981
employees,7,0.0,100.0,56838981
employees,7,0.0,100.0,553480874
employees,7,0.0,100.0,863113304
employees,7,0.0,100.0,16579411
employees,7,0.0,100.0,2447898228
employees,7,0.0,100.0,553480874
results!wakeupamerica,1,0.0,100.0,16579411
sick,13,0.0,100.0,56838981
sick,13,0.0,100.0,56838981
sick,13,0.0,100.0,56838981
sick,13,0.0,100.0,56838981
sick,13,0.0,100.0,863113304
sick,13,0.0,100.0,3358621409
sick,13,0.0,100.0,16579411
sick,13,0.0,100.0,565501978
sick,13,0.0,100.0,565501978
sick,13,0.0,100.0,565501978
sick,13,0.0,100.0,2447898228
sick,13,0.0,100.0,56838981
sick,13,0.0,100.0,56838981
statisticians,1,0.0,100.0,16579411
forefront,1,100.0,0.0,887569722
rep,1,100.0,0.0,56838981
houseofcards,1,100.0,0.0,57461026
ertation,1,0.0,100.0,16579411
idiotnation,2,0.0,100.0,145740792
idiotnation,2,0.0,100.0,145740792
savage,2,0.0,100.0,480859386
savage,2,0.0,100.0,92643660
quantity,1,0.0,100.0,2447898228
deportation,3,0.0,100.0,56838981
deportation,3,0.0,100.0,56838981
deportation,3,0.0,100.0,92643660
biden,4,0.0,100.0,553480874
biden,4,0.0,100.0,553480874
biden,4,0.0,100.0,16579411
biden,4,0.0,100.0,2447898228
military,11,9.090909090909092,90.9090909090909,56838981
military,11,9.090909090909092,90.9090909090909,56838981
military,11,9.090909090909092,90.9090909090909,753498337
military,11,9.090909090909092,90.9090909090909,16579411
military,11,9.090909090909092,90.9090909090909,16579411
military,11,9.090909090909092,90.9090909090909,565501978
military,11,9.090909090909092,90.9090909090909,2447898228
military,11,9.090909090909092,90.9090909090909,553480874
military,11,9.090909090909092,90.9090909090909,56838981
military,11,9.090909090909092,90.9090909090909,56838981
military,11,9.090909090909092,90.9090909090909,56838981
lgtbq,1,0.0,100.0,616303472
clintoncash,1,0.0,100.0,56838981
cult,1,0.0,100.0,553480874
brand,1,0.0,100.0,16579411
tables,1,0.0,100.0,178863237
scary,1,0.0,100.0,565501978
cnbc,2,0.0,100.0,16579411
cnbc,2,0.0,100.0,92643660
helm,1,0.0,100.0,553480874
infidels,1,0.0,100.0,553480874
contributions,1,0.0,100.0,2447898228
disorder,8,0.0,100.0,753498337
disorder,8,0.0,100.0,56838981
disorder,8,0.0,100.0,753498337
disorder,8,0.0,100.0,92643660
disorder,8,0.0,100.0,92643660
disorder,8,0.0,100.0,56838981
disorder,8,0.0,100.0,56838981
disorder,8,0.0,100.0,56838981
amp;hillary,1,0.0,100.0,457123526
horrah,1,100.0,0.0,30980826
uranium,1,0.0,100.0,565501978
pres,8,12.5,87.5,565501978
pres,8,12.5,87.5,863113304
pres,8,12.5,87.5,565501978
pres,8,12.5,87.5,565501978
pres,8,12.5,87.5,1292620070
pres,8,12.5,87.5,2447898228
pres,8,12.5,87.5,2447898228
pres,8,12.5,87.5,33831682
figures,3,33.33333333333333,66.66666666666666,1430129144
figures,3,33.33333333333333,66.66666666666666,3311276608
figures,3,33.33333333333333,66.66666666666666,2842797465
idea,11,36.36363636363637,63.63636363636363,366234958
idea,11,36.36363636363637,63.63636363636363,553480874
idea,11,36.36363636363637,63.63636363636363,56838981
idea,11,36.36363636363637,63.63636363636363,553480874
idea,11,36.36363636363637,63.63636363636363,2502484436
idea,11,36.36363636363637,63.63636363636363,2502484436
idea,11,36.36363636363637,63.63636363636363,16579411
idea,11,36.36363636363637,63.63636363636363,20415005
idea,11,36.36363636363637,63.63636363636363,20415005
idea,11,36.36363636363637,63.63636363636363,57461026
idea,11,36.36363636363637,63.63636363636363,33831682
win,21,80.95238095238095,19.047619047619047,3358621409
win,21,80.95238095238095,19.047619047619047,3358621409
win,21,80.95238095238095,19.047619047619047,3311276608
win,21,80.95238095238095,19.047619047619047,865780110
win,21,80.95238095238095,19.047619047619047,887569722
win,21,80.95238095238095,19.047619047619047,565501978
win,21,80.95238095238095,19.047619047619047,863113304
win,21,80.95238095238095,19.047619047619047,2447898228
win,21,80.95238095238095,19.047619047619047,34955929
win,21,80.95238095238095,19.047619047619047,34955929
win,21,80.95238095238095,19.047619047619047,34955929
win,21,80.95238095238095,19.047619047619047,34955929
win,21,80.95238095238095,19.047619047619047,34955929
win,21,80.95238095238095,19.047619047619047,34955929
win,21,80.95238095238095,19.047619047619047,34955929
win,21,80.95238095238095,19.047619047619047,34955929
win,21,80.95238095238095,19.047619047619047,34955929
win,21,80.95238095238095,19.047619047619047,34955929
win,21,80.95238095238095,19.047619047619047,34955929
win,21,80.95238095238095,19.047619047619047,34955929
win,21,80.95238095238095,19.047619047619047,34955929
sotu,1,0.0,100.0,92643660
turd,1,0.0,100.0,33831682
bless,1,100.0,0.0,56838981
gon,1,100.0,0.0,2421964502
europe,1,0.0,100.0,24294066
minister,1,0.0,100.0,260277195
team,7,42.857142857142854,57.14285714285714,553480874
team,7,42.857142857142854,57.14285714285714,3311276608
team,7,42.857142857142854,57.14285714285714,3311276608
team,7,42.857142857142854,57.14285714285714,34955929
team,7,42.857142857142854,57.14285714285714,33831682
team,7,42.857142857142854,57.14285714285714,33831682
team,7,42.857142857142854,57.14285714285714,33831682
brits,1,0.0,100.0,92643660
dems,56,5.357142857142857,94.64285714285714,27665506
dems,56,5.357142857142857,94.64285714285714,56838981
dems,56,5.357142857142857,94.64285714285714,56838981
dems,56,5.357142857142857,94.64285714285714,56838981
dems,56,5.357142857142857,94.64285714285714,56838981
dems,56,5.357142857142857,94.64285714285714,56838981
dems,56,5.357142857142857,94.64285714285714,56838981
dems,56,5.357142857142857,94.64285714285714,56838981
dems,56,5.357142857142857,94.64285714285714,56838981
dems,56,5.357142857142857,94.64285714285714,56838981
dems,56,5.357142857142857,94.64285714285714,56838981
dems,56,5.357142857142857,94.64285714285714,56838981
dems,56,5.357142857142857,94.64285714285714,56838981
dems,56,5.357142857142857,94.64285714285714,56838981
dems,56,5.357142857142857,94.64285714285714,107801651
dems,56,5.357142857142857,94.64285714285714,565501978
dems,56,5.357142857142857,94.64285714285714,565501978
dems,56,5.357142857142857,94.64285714285714,565501978
dems,56,5.357142857142857,94.64285714285714,3358621409
dems,56,5.357142857142857,94.64285714285714,1616176478
dems,56,5.357142857142857,94.64285714285714,16579411
dems,56,5.357142857142857,94.64285714285714,16579411
dems,56,5.357142857142857,94.64285714285714,107801651
dems,56,5.357142857142857,94.64285714285714,3000593912
dems,56,5.357142857142857,94.64285714285714,565501978
dems,56,5.357142857142857,94.64285714285714,565501978
dems,56,5.357142857142857,94.64285714285714,565501978
dems,56,5.357142857142857,94.64285714285714,565501978
dems,56,5.357142857142857,94.64285714285714,565501978
dems,56,5.357142857142857,94.64285714285714,1616176478
dems,56,5.357142857142857,94.64285714285714,565501978
dems,56,5.357142857142857,94.64285714285714,565501978
dems,56,5.357142857142857,94.64285714285714,565501978
dems,56,5.357142857142857,94.64285714285714,565501978
dems,56,5.357142857142857,94.64285714285714,565501978
dems,56,5.357142857142857,94.64285714285714,565501978
dems,56,5.357142857142857,94.64285714285714,57461026
dems,56,5.357142857142857,94.64285714285714,2447898228
dems,56,5.357142857142857,94.64285714285714,2447898228
dems,56,5.357142857142857,94.64285714285714,33831682
dems,56,5.357142857142857,94.64285714285714,56838981
dems,56,5.357142857142857,94.64285714285714,56838981
dems,56,5.357142857142857,94.64285714285714,56838981
dems,56,5.357142857142857,94.64285714285714,56838981
dems,56,5.357142857142857,94.64285714285714,56838981
dems,56,5.357142857142857,94.64285714285714,553480874
dems,56,5.357142857142857,94.64285714285714,56838981
dems,56,5.357142857142857,94.64285714285714,553480874
dems,56,5.357142857142857,94.64285714285714,56838981
dems,56,5.357142857142857,94.64285714285714,56838981
dems,56,5.357142857142857,94.64285714285714,56838981
dems,56,5.357142857142857,94.64285714285714,56838981
dems,56,5.357142857142857,94.64285714285714,56838981
dems,56,5.357142857142857,94.64285714285714,56838981
dems,56,5.357142857142857,94.64285714285714,56838981
dems,56,5.357142857142857,94.64285714285714,56838981
murderers,4,0.0,100.0,205367013
murderers,4,0.0,100.0,3292562037
murderers,4,0.0,100.0,56838981
murderers,4,0.0,100.0,205367013
selves,1,0.0,100.0,567649661
espn,2,0.0,100.0,2421964502
espn,2,0.0,100.0,2421964502
dailycaller,1,0.0,100.0,565501978
lose,5,0.0,100.0,20415005
lose,5,0.0,100.0,887569722
lose,5,0.0,100.0,887569722
lose,5,0.0,100.0,3311276608
lose,5,0.0,100.0,2447898228
anchor,1,0.0,100.0,3000593912
dumpingtrump,1,0.0,100.0,3358621409
database,1,0.0,100.0,20415005
growth,7,85.71428571428571,14.285714285714285,34955929
growth,7,85.71428571428571,14.285714285714285,34955929
growth,7,85.71428571428571,14.285714285714285,34955929
growth,7,85.71428571428571,14.285714285714285,34955929
growth,7,85.71428571428571,14.285714285714285,34955929
growth,7,85.71428571428571,14.285714285714285,34955929
growth,7,85.71428571428571,14.285714285714285,553480874
refugees,10,0.0,100.0,565501978
refugees,10,0.0,100.0,565501978
refugees,10,0.0,100.0,565501978
refugees,10,0.0,100.0,1292620070
refugees,10,0.0,100.0,565501978
refugees,10,0.0,100.0,2447898228
refugees,10,0.0,100.0,2447898228
refugees,10,0.0,100.0,56838981
refugees,10,0.0,100.0,56838981
refugees,10,0.0,100.0,33831682
hype,1,0.0,100.0,357625948
beyonce,1,100.0,0.0,1659062558
islamists,2,0.0,100.0,553480874
islamists,2,0.0,100.0,553480874
rants,1,0.0,100.0,30043610
gross,1,0.0,100.0,34955929
bloc,1,0.0,100.0,193192630
cabinet,2,0.0,100.0,16313440
cabinet,2,0.0,100.0,16313440
joyvbehar,1,100.0,0.0,553480874
buildthewall,2,0.0,100.0,56838981
buildthewall,2,0.0,100.0,56838981
starbucks,1,0.0,100.0,56838981
flush,1,0.0,100.0,16579411
commander,1,0.0,100.0,16579411
outsider,2,0.0,100.0,457123526
outsider,2,0.0,100.0,92643660
communism,2,0.0,100.0,553480874
communism,2,0.0,100.0,28387976
quarter,1,0.0,100.0,3311276608
mum,1,0.0,100.0,863113304
logic,1,100.0,0.0,16579411
punishments,1,0.0,100.0,2447898228
arianagrande,1,0.0,100.0,1697810262
mom,2,0.0,100.0,92643660
mom,2,0.0,100.0,33831682
security,10,20.0,80.0,590180745
security,10,20.0,80.0,48240104
security,10,20.0,80.0,16579411
security,10,20.0,80.0,30980826
security,10,20.0,80.0,28387976
security,10,20.0,80.0,20415005
security,10,20.0,80.0,1323411324
security,10,20.0,80.0,34955929
security,10,20.0,80.0,33831682
security,10,20.0,80.0,33831682
convictions,1,0.0,100.0,553480874
matthew,2,0.0,100.0,33831682
matthew,2,0.0,100.0,33831682
interview,9,55.55555555555556,44.44444444444444,493186164
interview,9,55.55555555555556,44.44444444444444,56838981
