Base Noun,Frequency (based on tweets),Polarity Positive(%),Polarity Negative (%),User_ID
trump,381,18.37270341207349,81.62729658792651,224333112
trump,381,18.37270341207349,81.62729658792651,565501978
trump,381,18.37270341207349,81.62729658792651,457123526
trump,381,18.37270341207349,81.62729658792651,357625948
trump,381,18.37270341207349,81.62729658792651,565501978
trump,381,18.37270341207349,81.62729658792651,865780110
trump,381,18.37270341207349,81.62729658792651,20415005
trump,381,18.37270341207349,81.62729658792651,3311276608
trump,381,18.37270341207349,81.62729658792651,865780110
trump,381,18.37270341207349,81.62729658792651,3311276608
trump,381,18.37270341207349,81.62729658792651,20415005
trump,381,18.37270341207349,81.62729658792651,20415005
trump,381,18.37270341207349,81.62729658792651,20415005
trump,381,18.37270341207349,81.62729658792651,457123526
trump,381,18.37270341207349,81.62729658792651,20415005
trump,381,18.37270341207349,81.62729658792651,357625948
trump,381,18.37270341207349,81.62729658792651,865780110
trump,381,18.37270341207349,81.62729658792651,20415005
trump,381,18.37270341207349,81.62729658792651,20415005
trump,381,18.37270341207349,81.62729658792651,193192630
trump,381,18.37270341207349,81.62729658792651,20415005
trump,381,18.37270341207349,81.62729658792651,565501978
trump,381,18.37270341207349,81.62729658792651,887569722
trump,381,18.37270341207349,81.62729658792651,565501978
trump,381,18.37270341207349,81.62729658792651,753498337
trump,381,18.37270341207349,81.62729658792651,457123526
trump,381,18.37270341207349,81.62729658792651,20415005
trump,381,18.37270341207349,81.62729658792651,887569722
trump,381,18.37270341207349,81.62729658792651,224333112
trump,381,18.37270341207349,81.62729658792651,753498337
trump,381,18.37270341207349,81.62729658792651,20415005
trump,381,18.37270341207349,81.62729658792651,20415005
trump,381,18.37270341207349,81.62729658792651,20415005
trump,381,18.37270341207349,81.62729658792651,20415005
trump,381,18.37270341207349,81.62729658792651,20415005
trump,381,18.37270341207349,81.62729658792651,20415005
trump,381,18.37270341207349,81.62729658792651,20415005
trump,381,18.37270341207349,81.62729658792651,20415005
trump,381,18.37270341207349,81.62729658792651,20415005
trump,381,18.37270341207349,81.62729658792651,2842797465
trump,381,18.37270341207349,81.62729658792651,14314844
trump,381,18.37270341207349,81.62729658792651,616303472
trump,381,18.37270341207349,81.62729658792651,20415005
trump,381,18.37270341207349,81.62729658792651,14314844
trump,381,18.37270341207349,81.62729658792651,23795703
trump,381,18.37270341207349,81.62729658792651,16077441
trump,381,18.37270341207349,81.62729658792651,20415005
trump,381,18.37270341207349,81.62729658792651,20415005
trump,381,18.37270341207349,81.62729658792651,20415005
trump,381,18.37270341207349,81.62729658792651,753498337
trump,381,18.37270341207349,81.62729658792651,49360369
trump,381,18.37270341207349,81.62729658792651,753498337
trump,381,18.37270341207349,81.62729658792651,20415005
trump,381,18.37270341207349,81.62729658792651,20415005
trump,381,18.37270341207349,81.62729658792651,20415005
trump,381,18.37270341207349,81.62729658792651,20415005
trump,381,18.37270341207349,81.62729658792651,20415005
trump,381,18.37270341207349,81.62729658792651,20415005
trump,381,18.37270341207349,81.62729658792651,20415005
trump,381,18.37270341207349,81.62729658792651,1616176478
trump,381,18.37270341207349,81.62729658792651,887569722
trump,381,18.37270341207349,81.62729658792651,193192630
trump,381,18.37270341207349,81.62729658792651,565501978
trump,381,18.37270341207349,81.62729658792651,2447898228
trump,381,18.37270341207349,81.62729658792651,14314844
trump,381,18.37270341207349,81.62729658792651,753498337
trump,381,18.37270341207349,81.62729658792651,565501978
trump,381,18.37270341207349,81.62729658792651,887569722
trump,381,18.37270341207349,81.62729658792651,92643660
trump,381,18.37270341207349,81.62729658792651,92643660
trump,381,18.37270341207349,81.62729658792651,92643660
trump,381,18.37270341207349,81.62729658792651,92643660
trump,381,18.37270341207349,81.62729658792651,92643660
trump,381,18.37270341207349,81.62729658792651,92643660
trump,381,18.37270341207349,81.62729658792651,92643660
trump,381,18.37270341207349,81.62729658792651,92643660
trump,381,18.37270341207349,81.62729658792651,92643660
trump,381,18.37270341207349,81.62729658792651,92643660
trump,381,18.37270341207349,81.62729658792651,92643660
trump,381,18.37270341207349,81.62729658792651,92643660
trump,381,18.37270341207349,81.62729658792651,2447898228
trump,381,18.37270341207349,81.62729658792651,2447898228
trump,381,18.37270341207349,81.62729658792651,92643660
trump,381,18.37270341207349,81.62729658792651,92643660
trump,381,18.37270341207349,81.62729658792651,92643660
trump,381,18.37270341207349,81.62729658792651,92643660
trump,381,18.37270341207349,81.62729658792651,92643660
trump,381,18.37270341207349,81.62729658792651,92643660
trump,381,18.37270341207349,81.62729658792651,178863237
trump,381,18.37270341207349,81.62729658792651,92643660
trump,381,18.37270341207349,81.62729658792651,16579411
trump,381,18.37270341207349,81.62729658792651,92643660
trump,381,18.37270341207349,81.62729658792651,92643660
trump,381,18.37270341207349,81.62729658792651,92643660
trump,381,18.37270341207349,81.62729658792651,92643660
trump,381,18.37270341207349,81.62729658792651,92643660
trump,381,18.37270341207349,81.62729658792651,92643660
trump,381,18.37270341207349,81.62729658792651,92643660
trump,381,18.37270341207349,81.62729658792651,92643660
trump,381,18.37270341207349,81.62729658792651,92643660
trump,381,18.37270341207349,81.62729658792651,92643660
trump,381,18.37270341207349,81.62729658792651,34955929
trump,381,18.37270341207349,81.62729658792651,34955929
trump,381,18.37270341207349,81.62729658792651,34955929
trump,381,18.37270341207349,81.62729658792651,34955929
trump,381,18.37270341207349,81.62729658792651,34955929
trump,381,18.37270341207349,81.62729658792651,34955929
trump,381,18.37270341207349,81.62729658792651,34955929
trump,381,18.37270341207349,81.62729658792651,34955929
trump,381,18.37270341207349,81.62729658792651,92643660
trump,381,18.37270341207349,81.62729658792651,34955929
trump,381,18.37270341207349,81.62729658792651,34955929
trump,381,18.37270341207349,81.62729658792651,92643660
trump,381,18.37270341207349,81.62729658792651,34955929
trump,381,18.37270341207349,81.62729658792651,34955929
trump,381,18.37270341207349,81.62729658792651,34955929
trump,381,18.37270341207349,81.62729658792651,34955929
trump,381,18.37270341207349,81.62729658792651,34955929
trump,381,18.37270341207349,81.62729658792651,34955929
trump,381,18.37270341207349,81.62729658792651,34955929
trump,381,18.37270341207349,81.62729658792651,34955929
trump,381,18.37270341207349,81.62729658792651,34955929
trump,381,18.37270341207349,81.62729658792651,34955929
trump,381,18.37270341207349,81.62729658792651,34955929
trump,381,18.37270341207349,81.62729658792651,34955929
trump,381,18.37270341207349,81.62729658792651,34955929
trump,381,18.37270341207349,81.62729658792651,34955929
trump,381,18.37270341207349,81.62729658792651,34955929
trump,381,18.37270341207349,81.62729658792651,92643660
trump,381,18.37270341207349,81.62729658792651,34955929
trump,381,18.37270341207349,81.62729658792651,34955929
trump,381,18.37270341207349,81.62729658792651,34955929
trump,381,18.37270341207349,81.62729658792651,34955929
trump,381,18.37270341207349,81.62729658792651,34955929
trump,381,18.37270341207349,81.62729658792651,34955929
trump,381,18.37270341207349,81.62729658792651,34955929
trump,381,18.37270341207349,81.62729658792651,34955929
trump,381,18.37270341207349,81.62729658792651,34955929
trump,381,18.37270341207349,81.62729658792651,92643660
trump,381,18.37270341207349,81.62729658792651,34955929
trump,381,18.37270341207349,81.62729658792651,34955929
trump,381,18.37270341207349,81.62729658792651,34955929
trump,381,18.37270341207349,81.62729658792651,34955929
trump,381,18.37270341207349,81.62729658792651,34955929
trump,381,18.37270341207349,81.62729658792651,34955929
trump,381,18.37270341207349,81.62729658792651,2447898228
trump,381,18.37270341207349,81.62729658792651,92643660
trump,381,18.37270341207349,81.62729658792651,92643660
trump,381,18.37270341207349,81.62729658792651,92643660
trump,381,18.37270341207349,81.62729658792651,92643660
trump,381,18.37270341207349,81.62729658792651,92643660
trump,381,18.37270341207349,81.62729658792651,33831682
trump,381,18.37270341207349,81.62729658792651,92643660
trump,381,18.37270341207349,81.62729658792651,92643660
trump,381,18.37270341207349,81.62729658792651,92643660
trump,381,18.37270341207349,81.62729658792651,753498337
trump,381,18.37270341207349,81.62729658792651,92643660
trump,381,18.37270341207349,81.62729658792651,92643660
trump,381,18.37270341207349,81.62729658792651,92643660
trump,381,18.37270341207349,81.62729658792651,92643660
trump,381,18.37270341207349,81.62729658792651,92643660
trump,381,18.37270341207349,81.62729658792651,92643660
trump,381,18.37270341207349,81.62729658792651,2447898228
trump,381,18.37270341207349,81.62729658792651,92643660
trump,381,18.37270341207349,81.62729658792651,2447898228
trump,381,18.37270341207349,81.62729658792651,33831682
trump,381,18.37270341207349,81.62729658792651,92643660
trump,381,18.37270341207349,81.62729658792651,565501978
trump,381,18.37270341207349,81.62729658792651,1659062558
trump,381,18.37270341207349,81.62729658792651,92643660
trump,381,18.37270341207349,81.62729658792651,92643660
trump,381,18.37270341207349,81.62729658792651,553480874
trump,381,18.37270341207349,81.62729658792651,92643660
ride,1,0.0,100.0,553480874
ethical,1,100.0,0.0,34955929
enemywithin,1,0.0,100.0,2342293747
pun,1,0.0,100.0,34955929
competence,2,100.0,0.0,597449483
competence,2,100.0,0.0,457123526
business,10,10.0,90.0,534489724
business,10,10.0,90.0,43251355
business,10,10.0,90.0,56838981
business,10,10.0,90.0,553480874
business,10,10.0,90.0,553480874
business,10,10.0,90.0,16579411
business,10,10.0,90.0,43251355
business,10,10.0,90.0,16579411
business,10,10.0,90.0,20415005
business,10,10.0,90.0,2447898228
edge,1,0.0,100.0,56838981
response,3,33.33333333333333,66.66666666666666,87862480
response,3,33.33333333333333,66.66666666666666,16570951
response,3,33.33333333333333,66.66666666666666,2447898228
campus,1,0.0,100.0,16579411
ego,2,0.0,100.0,20415005
ego,2,0.0,100.0,145740792
sarahpalinusa,2,0.0,100.0,2502484436
sarahpalinusa,2,0.0,100.0,863113304
laughing,1,100.0,0.0,16579411
sanders,4,0.0,100.0,553480874
sanders,4,0.0,100.0,553480874
sanders,4,0.0,100.0,753498337
sanders,4,0.0,100.0,20415005
deconstruction,1,0.0,100.0,1659062558
watch,1,100.0,0.0,1210688401
immigrate,1,0.0,100.0,2447898228
roll,1,100.0,0.0,2421964502
californians,7,0.0,100.0,33831682
californians,7,0.0,100.0,33831682
californians,7,0.0,100.0,33831682
californians,7,0.0,100.0,33831682
californians,7,0.0,100.0,33831682
californians,7,0.0,100.0,33831682
californians,7,0.0,100.0,33831682
wire,1,0.0,100.0,92643660
ap,1,100.0,0.0,2608084976
randpaul,5,0.0,100.0,3000593912
randpaul,5,0.0,100.0,457123526
randpaul,5,0.0,100.0,1430129144
randpaul,5,0.0,100.0,3358621409
randpaul,5,0.0,100.0,3358621409
talks,1,0.0,100.0,2447898228
melaniatrump,1,100.0,0.0,30043610
tsunami,1,100.0,0.0,34955929
agenda,11,0.0,100.0,553480874
agenda,11,0.0,100.0,553480874
agenda,11,0.0,100.0,48240104
agenda,11,0.0,100.0,2421964502
agenda,11,0.0,100.0,1659062558
agenda,11,0.0,100.0,1292620070
agenda,11,0.0,100.0,3311276608
agenda,11,0.0,100.0,565501978
agenda,11,0.0,100.0,863113304
agenda,11,0.0,100.0,565501978
agenda,11,0.0,100.0,56838981
page,5,0.0,100.0,56838981
page,5,0.0,100.0,56838981
page,5,0.0,100.0,2447898228
page,5,0.0,100.0,553480874
page,5,0.0,100.0,92643660
eyes,8,25.0,75.0,515728731
eyes,8,25.0,75.0,553480874
eyes,8,25.0,75.0,553480874
eyes,8,25.0,75.0,16579411
eyes,8,25.0,75.0,565501978
eyes,8,25.0,75.0,23795703
eyes,8,25.0,75.0,92643660
eyes,8,25.0,75.0,87878811
colleagues,3,0.0,100.0,553480874
colleagues,3,0.0,100.0,553480874
colleagues,3,0.0,100.0,553480874
geraldo,3,0.0,100.0,1202310276
geraldo,3,0.0,100.0,553480874
geraldo,3,0.0,100.0,565501978
l,2,50.0,50.0,493186164
l,2,50.0,50.0,56838981
christianity,1,0.0,100.0,20415005
counties,2,0.0,100.0,56838981
counties,2,0.0,100.0,2447898228
suckerberg,1,0.0,100.0,16579411
beating,1,0.0,100.0,2502484436
swalwell,1,0.0,100.0,553480874
unity,1,100.0,0.0,565501978
kanyewest,1,0.0,100.0,56838981
scranton,1,0.0,100.0,92643660
germany,9,0.0,100.0,553480874
germany,9,0.0,100.0,553480874
germany,9,0.0,100.0,863113304
germany,9,0.0,100.0,1430129144
germany,9,0.0,100.0,20415005
germany,9,0.0,100.0,565501978
germany,9,0.0,100.0,565501978
germany,9,0.0,100.0,553480874
germany,9,0.0,100.0,33831682
pussygrabber,1,0.0,100.0,178863237
family,14,50.0,50.0,2932155582
family,14,50.0,50.0,56838981
family,14,50.0,50.0,56838981
family,14,50.0,50.0,565501978
family,14,50.0,50.0,20415005
family,14,50.0,50.0,3311276608
family,14,50.0,50.0,30980826
family,14,50.0,50.0,863113304
family,14,50.0,50.0,567649661
family,14,50.0,50.0,457123526
family,14,50.0,50.0,92643660
family,14,50.0,50.0,56838981
family,14,50.0,50.0,553480874
family,14,50.0,50.0,33831682
fox,4,0.0,100.0,2608084976
fox,4,0.0,100.0,20415005
fox,4,0.0,100.0,457123526
fox,4,0.0,100.0,887569722
gentleman,4,50.0,50.0,34955929
gentleman,4,50.0,50.0,34955929
gentleman,4,50.0,50.0,34955929
gentleman,4,50.0,50.0,34955929
karlrove,2,0.0,100.0,3358621409
karlrove,2,0.0,100.0,92643660
crucial,1,0.0,100.0,616303472
first,3,33.33333333333333,66.66666666666666,2447898228
first,3,33.33333333333333,66.66666666666666,56838981
first,3,33.33333333333333,66.66666666666666,56838981
generalize,1,0.0,100.0,2447898228
rosieodonnell,1,0.0,100.0,863113304
realdonaldtrump,122,52.459016393442624,47.540983606557376,1447960080
realdonaldtrump,122,52.459016393442624,47.540983606557376,30043610
realdonaldtrump,122,52.459016393442624,47.540983606557376,28913772
realdonaldtrump,122,52.459016393442624,47.540983606557376,2762876709
realdonaldtrump,122,52.459016393442624,47.540983606557376,3332543943
realdonaldtrump,122,52.459016393442624,47.540983606557376,38900178
realdonaldtrump,122,52.459016393442624,47.540983606557376,2842797465
realdonaldtrump,122,52.459016393442624,47.540983606557376,294431458
realdonaldtrump,122,52.459016393442624,47.540983606557376,374289688
realdonaldtrump,122,52.459016393442624,47.540983606557376,260277195
realdonaldtrump,122,52.459016393442624,47.540983606557376,417201420
realdonaldtrump,122,52.459016393442624,47.540983606557376,193192630
realdonaldtrump,122,52.459016393442624,47.540983606557376,56838981
realdonaldtrump,122,52.459016393442624,47.540983606557376,56838981
realdonaldtrump,122,52.459016393442624,47.540983606557376,48240104
realdonaldtrump,122,52.459016393442624,47.540983606557376,48240104
realdonaldtrump,122,52.459016393442624,47.540983606557376,48240104
realdonaldtrump,122,52.459016393442624,47.540983606557376,48240104
realdonaldtrump,122,52.459016393442624,47.540983606557376,48240104
realdonaldtrump,122,52.459016393442624,47.540983606557376,30043610
realdonaldtrump,122,52.459016393442624,47.540983606557376,2421964502
realdonaldtrump,122,52.459016393442624,47.540983606557376,193192630
realdonaldtrump,122,52.459016393442624,47.540983606557376,1447960080
realdonaldtrump,122,52.459016393442624,47.540983606557376,30043610
realdonaldtrump,122,52.459016393442624,47.540983606557376,28913772
realdonaldtrump,122,52.459016393442624,47.540983606557376,38900178
realdonaldtrump,122,52.459016393442624,47.540983606557376,38900178
realdonaldtrump,122,52.459016393442624,47.540983606557376,2842797465
realdonaldtrump,122,52.459016393442624,47.540983606557376,2834370990
realdonaldtrump,122,52.459016393442624,47.540983606557376,30980826
realdonaldtrump,122,52.459016393442624,47.540983606557376,30980826
realdonaldtrump,122,52.459016393442624,47.540983606557376,294431458
realdonaldtrump,122,52.459016393442624,47.540983606557376,374289688
realdonaldtrump,122,52.459016393442624,47.540983606557376,260277195
realdonaldtrump,122,52.459016393442624,47.540983606557376,417201420
realdonaldtrump,122,52.459016393442624,47.540983606557376,1659062558
realdonaldtrump,122,52.459016393442624,47.540983606557376,2608084976
realdonaldtrump,122,52.459016393442624,47.540983606557376,1430129144
realdonaldtrump,122,52.459016393442624,47.540983606557376,2834370990
realdonaldtrump,122,52.459016393442624,47.540983606557376,753498337
realdonaldtrump,122,52.459016393442624,47.540983606557376,193192630
realdonaldtrump,122,52.459016393442624,47.540983606557376,3358621409
realdonaldtrump,122,52.459016393442624,47.540983606557376,3358621409
realdonaldtrump,122,52.459016393442624,47.540983606557376,3358621409
realdonaldtrump,122,52.459016393442624,47.540983606557376,30980826
realdonaldtrump,122,52.459016393442624,47.540983606557376,3358621409
realdonaldtrump,122,52.459016393442624,47.540983606557376,193192630
realdonaldtrump,122,52.459016393442624,47.540983606557376,1430129144
realdonaldtrump,122,52.459016393442624,47.540983606557376,1430129144
realdonaldtrump,122,52.459016393442624,47.540983606557376,1430129144
realdonaldtrump,122,52.459016393442624,47.540983606557376,1430129144
realdonaldtrump,122,52.459016393442624,47.540983606557376,1430129144
realdonaldtrump,122,52.459016393442624,47.540983606557376,1430129144
realdonaldtrump,122,52.459016393442624,47.540983606557376,1430129144
realdonaldtrump,122,52.459016393442624,47.540983606557376,1430129144
realdonaldtrump,122,52.459016393442624,47.540983606557376,1430129144
realdonaldtrump,122,52.459016393442624,47.540983606557376,1430129144
realdonaldtrump,122,52.459016393442624,47.540983606557376,1430129144
realdonaldtrump,122,52.459016393442624,47.540983606557376,1430129144
realdonaldtrump,122,52.459016393442624,47.540983606557376,1430129144
realdonaldtrump,122,52.459016393442624,47.540983606557376,457123526
realdonaldtrump,122,52.459016393442624,47.540983606557376,1430129144
realdonaldtrump,122,52.459016393442624,47.540983606557376,1430129144
realdonaldtrump,122,52.459016393442624,47.540983606557376,457123526
realdonaldtrump,122,52.459016393442624,47.540983606557376,565501978
realdonaldtrump,122,52.459016393442624,47.540983606557376,1430129144
realdonaldtrump,122,52.459016393442624,47.540983606557376,1430129144
realdonaldtrump,122,52.459016393442624,47.540983606557376,1430129144
realdonaldtrump,122,52.459016393442624,47.540983606557376,1430129144
realdonaldtrump,122,52.459016393442624,47.540983606557376,457123526
realdonaldtrump,122,52.459016393442624,47.540983606557376,16579411
realdonaldtrump,122,52.459016393442624,47.540983606557376,457123526
realdonaldtrump,122,52.459016393442624,47.540983606557376,24294066
realdonaldtrump,122,52.459016393442624,47.540983606557376,1659062558
realdonaldtrump,122,52.459016393442624,47.540983606557376,457123526
realdonaldtrump,122,52.459016393442624,47.540983606557376,457123526
realdonaldtrump,122,52.459016393442624,47.540983606557376,457123526
realdonaldtrump,122,52.459016393442624,47.540983606557376,3311276608
realdonaldtrump,122,52.459016393442624,47.540983606557376,1430129144
realdonaldtrump,122,52.459016393442624,47.540983606557376,1430129144
realdonaldtrump,122,52.459016393442624,47.540983606557376,1430129144
realdonaldtrump,122,52.459016393442624,47.540983606557376,887569722
realdonaldtrump,122,52.459016393442624,47.540983606557376,1430129144
realdonaldtrump,122,52.459016393442624,47.540983606557376,1659062558
realdonaldtrump,122,52.459016393442624,47.540983606557376,30980826
realdonaldtrump,122,52.459016393442624,47.540983606557376,1430129144
realdonaldtrump,122,52.459016393442624,47.540983606557376,357625948
realdonaldtrump,122,52.459016393442624,47.540983606557376,1430129144
realdonaldtrump,122,52.459016393442624,47.540983606557376,30980826
realdonaldtrump,122,52.459016393442624,47.540983606557376,1430129144
realdonaldtrump,122,52.459016393442624,47.540983606557376,1430129144
realdonaldtrump,122,52.459016393442624,47.540983606557376,30980826
realdonaldtrump,122,52.459016393442624,47.540983606557376,865780110
realdonaldtrump,122,52.459016393442624,47.540983606557376,1616176478
realdonaldtrump,122,52.459016393442624,47.540983606557376,1430129144
realdonaldtrump,122,52.459016393442624,47.540983606557376,1430129144
realdonaldtrump,122,52.459016393442624,47.540983606557376,1430129144
realdonaldtrump,122,52.459016393442624,47.540983606557376,865780110
realdonaldtrump,122,52.459016393442624,47.540983606557376,16077441
realdonaldtrump,122,52.459016393442624,47.540983606557376,904176902
realdonaldtrump,122,52.459016393442624,47.540983606557376,865780110
realdonaldtrump,122,52.459016393442624,47.540983606557376,1430129144
realdonaldtrump,122,52.459016393442624,47.540983606557376,1430129144
realdonaldtrump,122,52.459016393442624,47.540983606557376,1430129144
realdonaldtrump,122,52.459016393442624,47.540983606557376,1430129144
realdonaldtrump,122,52.459016393442624,47.540983606557376,887569722
realdonaldtrump,122,52.459016393442624,47.540983606557376,457123526
realdonaldtrump,122,52.459016393442624,47.540983606557376,1430129144
realdonaldtrump,122,52.459016393442624,47.540983606557376,1430129144
realdonaldtrump,122,52.459016393442624,47.540983606557376,1430129144
realdonaldtrump,122,52.459016393442624,47.540983606557376,1430129144
realdonaldtrump,122,52.459016393442624,47.540983606557376,1430129144
realdonaldtrump,122,52.459016393442624,47.540983606557376,865780110
realdonaldtrump,122,52.459016393442624,47.540983606557376,1659062558
realdonaldtrump,122,52.459016393442624,47.540983606557376,3311276608
realdonaldtrump,122,52.459016393442624,47.540983606557376,57461026
realdonaldtrump,122,52.459016393442624,47.540983606557376,2842797465
realdonaldtrump,122,52.459016393442624,47.540983606557376,3311276608
realdonaldtrump,122,52.459016393442624,47.540983606557376,2447898228
realdonaldtrump,122,52.459016393442624,47.540983606557376,2447898228
realdonaldtrump,122,52.459016393442624,47.540983606557376,30043610
realdonaldtrump,122,52.459016393442624,47.540983606557376,56838981
mount,1,0.0,100.0,38900178
tunnel,1,0.0,100.0,20415005
veterans,3,0.0,100.0,193192630
veterans,3,0.0,100.0,565501978
veterans,3,0.0,100.0,34955929
1000s,1,0.0,100.0,56838981
juan,7,14.285714285714285,85.71428571428571,1428473052
juan,7,14.285714285714285,85.71428571428571,553480874
juan,7,14.285714285714285,85.71428571428571,107801651
juan,7,14.285714285714285,85.71428571428571,107801651
juan,7,14.285714285714285,85.71428571428571,107801651
juan,7,14.285714285714285,85.71428571428571,57461026
juan,7,14.285714285714285,85.71428571428571,2447898228
nin,1,0.0,100.0,904176902
dynasties,1,0.0,100.0,887569722
payback,1,0.0,100.0,553480874
courts,2,0.0,100.0,553480874
courts,2,0.0,100.0,16579411
numbersusa,1,0.0,100.0,565501978
sack,1,0.0,100.0,16579411
homosexualbullying,2,0.0,100.0,27944341
homosexualbullying,2,0.0,100.0,27944341
journalists,9,0.0,100.0,56838981
journalists,9,0.0,100.0,56838981
journalists,9,0.0,100.0,553480874
journalists,9,0.0,100.0,553480874
journalists,9,0.0,100.0,16579411
journalists,9,0.0,100.0,3311276608
journalists,9,0.0,100.0,193192630
journalists,9,0.0,100.0,904176902
journalists,9,0.0,100.0,553480874
breed,1,0.0,100.0,2447898228
christians,8,12.5,87.5,2869158160
christians,8,12.5,87.5,863113304
christians,8,12.5,87.5,753498337
christians,8,12.5,87.5,863113304
christians,8,12.5,87.5,565501978
christians,8,12.5,87.5,193192630
christians,8,12.5,87.5,553480874
christians,8,12.5,87.5,2447898228
deputys,1,0.0,100.0,56838981
doofus,1,0.0,100.0,16579411
hitler,5,0.0,100.0,323896529
hitler,5,0.0,100.0,20415005
hitler,5,0.0,100.0,357625948
hitler,5,0.0,100.0,553480874
hitler,5,0.0,100.0,56838981
enterprise,1,0.0,100.0,553480874
ford,2,0.0,100.0,56838981
ford,2,0.0,100.0,2502484436
someine,2,100.0,0.0,30980826
someine,2,100.0,0.0,30980826
program,1,0.0,100.0,20415005
death,13,0.0,100.0,954124423
death,13,0.0,100.0,553480874
death,13,0.0,100.0,553480874
death,13,0.0,100.0,56838981
death,13,0.0,100.0,56838981
death,13,0.0,100.0,107801651
death,13,0.0,100.0,20415005
death,13,0.0,100.0,2447898228
death,13,0.0,100.0,178863237
death,13,0.0,100.0,2447898228
death,13,0.0,100.0,2447898228
death,13,0.0,100.0,553480874
death,13,0.0,100.0,56838981
amazing,1,100.0,0.0,56838981
fbi,11,0.0,100.0,56838981
fbi,11,0.0,100.0,16579411
fbi,11,0.0,100.0,553480874
fbi,11,0.0,100.0,553480874
fbi,11,0.0,100.0,2447898228
fbi,11,0.0,100.0,2447898228
fbi,11,0.0,100.0,33831682
fbi,11,0.0,100.0,2447898228
fbi,11,0.0,100.0,553480874
fbi,11,0.0,100.0,92643660
fbi,11,0.0,100.0,56838981
tragedy,3,0.0,100.0,2402434332
tragedy,3,0.0,100.0,56838981
tragedy,3,0.0,100.0,565501978
nominee,4,0.0,100.0,16579411
nominee,4,0.0,100.0,887569722
nominee,4,0.0,100.0,887569722
nominee,4,0.0,100.0,34955929
speaker,2,0.0,100.0,553480874
speaker,2,0.0,100.0,30980826
redstate,2,0.0,100.0,863113304
redstate,2,0.0,100.0,863113304
nononsense,1,100.0,0.0,30980826
shell,2,50.0,50.0,56838981
shell,2,50.0,50.0,33831682
dbongino,1,100.0,0.0,2502484436
mueller,3,0.0,100.0,553480874
mueller,3,0.0,100.0,553480874
mueller,3,0.0,100.0,92643660
robertjackma,1,0.0,100.0,565501978
shithead,2,0.0,100.0,33831682
shithead,2,0.0,100.0,33831682
technology,1,0.0,100.0,2447898228
dt,4,25.0,75.0,553480874
dt,4,25.0,75.0,553480874
dt,4,25.0,75.0,33831682
dt,4,25.0,75.0,33831682
obamacarefraud,1,0.0,100.0,56838981
coal,1,0.0,100.0,565501978
oil,2,0.0,100.0,553480874
oil,2,0.0,100.0,457123526
duckdynasty,1,0.0,100.0,887569722
tax,7,0.0,100.0,2502484436
tax,7,0.0,100.0,938528232
tax,7,0.0,100.0,3311276608
tax,7,0.0,100.0,2421964502
tax,7,0.0,100.0,33831682
tax,7,0.0,100.0,33831682
tax,7,0.0,100.0,56838981
cox,1,0.0,100.0,20415005
pandering,1,0.0,100.0,16579411
jonathanhoenig,7,0.0,100.0,57461026
jonathanhoenig,7,0.0,100.0,16579411
jonathanhoenig,7,0.0,100.0,16579411
jonathanhoenig,7,0.0,100.0,16579411
jonathanhoenig,7,0.0,100.0,16579411
jonathanhoenig,7,0.0,100.0,16579411
jonathanhoenig,7,0.0,100.0,57461026
pocahontas,1,0.0,100.0,57461026
zealots,2,0.0,100.0,553480874
zealots,2,0.0,100.0,16579411
borders,10,0.0,100.0,2830642691
borders,10,0.0,100.0,56838981
borders,10,0.0,100.0,56838981
borders,10,0.0,100.0,553480874
borders,10,0.0,100.0,553480874
borders,10,0.0,100.0,16579411
borders,10,0.0,100.0,30980826
borders,10,0.0,100.0,553480874
borders,10,0.0,100.0,56838981
borders,10,0.0,100.0,27944341
bankruptcy,2,0.0,100.0,553480874
bankruptcy,2,0.0,100.0,193192630
savesaeed,2,0.0,100.0,3358621409
savesaeed,2,0.0,100.0,3358621409
freedom,9,66.66666666666666,33.33333333333333,553480874
freedom,9,66.66666666666666,33.33333333333333,56838981
freedom,9,66.66666666666666,33.33333333333333,553480874
freedom,9,66.66666666666666,33.33333333333333,107801651
freedom,9,66.66666666666666,33.33333333333333,57461026
freedom,9,66.66666666666666,33.33333333333333,1323411324
freedom,9,66.66666666666666,33.33333333333333,34955929
freedom,9,66.66666666666666,33.33333333333333,34955929
freedom,9,66.66666666666666,33.33333333333333,34955929
era,1,100.0,0.0,16579411
skewing,1,0.0,100.0,34955929
conservative,7,0.0,100.0,2608084976
conservative,7,0.0,100.0,1292620070
conservative,7,0.0,100.0,2608084976
conservative,7,0.0,100.0,1659062558
conservative,7,0.0,100.0,107801651
conservative,7,0.0,100.0,457123526
conservative,7,0.0,100.0,23795703
funny,1,0.0,100.0,565501978
kind,10,10.0,90.0,553480874
kind,10,10.0,90.0,553480874
kind,10,10.0,90.0,107801651
kind,10,10.0,90.0,863113304
kind,10,10.0,90.0,30043610
kind,10,10.0,90.0,38900178
kind,10,10.0,90.0,565501978
kind,10,10.0,90.0,863113304
kind,10,10.0,90.0,20415005
kind,10,10.0,90.0,56838981
supplies,1,0.0,100.0,33831682
troops,2,50.0,50.0,2421964502
troops,2,50.0,50.0,753498337
poll,3,0.0,100.0,2782373709
poll,3,0.0,100.0,3311276608
poll,3,0.0,100.0,34955929
force,4,0.0,100.0,553480874
force,4,0.0,100.0,553480874
force,4,0.0,100.0,107801651
force,4,0.0,100.0,565501978
